,mrna,rpf,te,note,gene
YJL121C,264.33,348.84,0.400225305,"D-ribulose-5-phosphate 3-epimerase, catalyzes a reaction in the non-oxidative part of the pentose-phosphate pathway; mutants are sensitive to oxidative stress",RPE1
YOR168W,344.04,344.51,0.00196955,"Glutamine tRNA synthetase, monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Glu); N-terminal domain proposed to be involved in enzyme-tRNA interactions",GLN4
YER133W,280.15,344.44,0.298053201,"Type 1 serine/threonine protein phosphatase catalytic subunit, involved in many processes (eg: glycogen metabolism, sporulation, mitosis); accumulates at mating projections by interaction with Afr1p; interacts with many regulatory subunits",GLC7
YNL111C,152.63,343.37,1.16972544,"Cytochrome b5, involved in the sterol and lipid biosynthesis pathways; acts as an electron donor to support sterol C5-6 desaturation",CYB5
YHR025W,267.07,342.14,0.357368854,"Homoserine kinase, conserved protein required for threonine biosynthesis; expression is regulated by the GCN4-mediated general amino acid control pathway",THR1
YGL206C,369.54,341.09,-0.115578075,"Clathrin heavy chain, subunit of the major coat protein involved in intracellular protein transport and endocytosis; two heavy chains form the clathrin triskelion structural component; the light chain (CLC1) is thought to regulate function",CHC1
YLR208W,212.43,340.01,0.678589656,"Component of both the Nup84 nuclear pore sub-complex and the Sec13p-Sec31p complex of the COPII vesicle coat, required for vesicle formation in ER to Golgi transport and nuclear pore complex organization",SEC13
YDL160C,217.84,339.22,0.638952344,"Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping, coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, may have a role in mRNA export and translation",DHH1
YER012W,274.18,337.72,0.300704281,Beta 4 subunit of the 20S proteasome; localizes to the nucleus throughout the cell cycle,PRE1
YPR124W,312.25,337.41,0.11180116,"High-affinity copper transporter of the plasma membrane, mediates nearly all copper uptake under low copper conditions; transcriptionally induced at low copper levels and degraded at high copper levels",CTR1
YJL130C,443.39,335.92,-0.400458539,"Bifunctional carbamoylphosphate synthetase (CPSase)-aspartate transcarbamylase (ATCase), catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP",URA2
YDL004W,205.0,335.42,0.710344805,"Delta subunit of the central stalk of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated",ATP16
YFL018C,276.88,334.87,0.274340288,"Dihydrolipoamide dehydrogenase, the lipoamide dehydrogenase component (E3) of the pyruvate dehydrogenase and 2-oxoglutarate dehydrogenase multi-enzyme complexes",LPD1
YDL066W,343.86,334.77,-0.038651054,"Mitochondrial NADP-specific isocitrate dehydrogenase, catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes",IDP1
YMR099C,256.33,334.01,0.38188896,"Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase), likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS",YMR099C
YPR016C,248.96,333.7,0.422637721,"Constituent of 66S pre-ribosomal particles, has similarity to human translation initiation factor 6 (eIF6); may be involved in the biogenesis and or stability of 60S ribosomal subunits",TIF6
YLL009C,150.14,333.67,1.152113593,Copper metallochaperone that transfers copper to Sco1p and Cox11p for eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs,COX17
YGR264C,374.75,333.13,-0.169843197,"Methionyl-tRNA synthetase, forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs",MES1
YOR327C,170.34,333.12,0.967624719,Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins,SNC2
YOR361C,275.81,331.46,0.265160014,"eIF3b subunit of the core complex of translation initiation factor 3 (eIF3), essential for translation; part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes",PRT1
YEL040W,346.73,330.55,-0.068944153,Chitin transglycosylase that functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck,UTR2
YER030W,163.72,329.55,1.009266799,Histone chaperone for Htz1p/H2A-H2B dimer; required for the stabilization of the Chz1p-Htz1-H2B complex; has overlapping function with Nap1p; null mutant displays weak sensitivity to MMS and benomyl; contains a highly conserved CHZ motif,CHZ1
YNL149C,280.63,329.14,0.230032122,Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect,PGA2
YJL001W,227.64,329.01,0.53137735,"Beta 1 subunit of the 20S proteasome, responsible for cleavage after acidic residues in peptides",PRE3
YOR157C,239.54,327.42,0.450875863,Beta 2 subunit of the 20S proteasome; endopeptidase with trypsin-like activity that cleaves after basic residues; synthesized as a proprotein before being proteolytically processed for assembly into 20S particle; human homolog is subunit Z,PUP1
YGL011C,265.9,326.78,0.297435911,Alpha 1 subunit of the 20S proteasome involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria,SCL1
YBR154C,204.95,326.7,0.672694465,"RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III; contacts DNA and affects transactivation",RPB5
YLR449W,206.05,326.03,0.662010258,"Peptidyl-prolyl cis-trans isomerase (PPIase) (proline isomerase) localized to the nucleus; catalyzes isomerization of proline residues in histones H3 and H4, which affects lysine methylation of those histones",FPR4
YKL196C,254.51,323.95,0.348048815,"Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to the vacuole, and vacuolar fusion; membrane localization due to prenylation at the carboxy-terminus",YKT6
YGR189C,211.32,323.33,0.613578058,Chitin transglycosylase that functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress,CRH1
YDL124W,255.11,323.06,0.340682681,"NADPH-dependent alpha-keto amide reductase; reduces aromatic alpha-keto amides, aliphatic alpha-keto esters, and aromatic alpha-keto esters; member of the aldo-keto reductase (AKR) family",YDL124W
YNL112W,227.51,322.47,0.503234991,"Essential ATP-dependent RNA helicase of the DEAD-box protein family, involved in nonsense-mediated mRNA decay and rRNA processing",DBP2
YGL055W,340.73,322.29,-0.080269552,"Delta(9) fatty acid desaturase, required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria",OLE1
YBR263W,325.91,322.05,-0.017188928,"Mitochondrial serine hydroxymethyltransferase, converts serine to glycine plus 5,10 methylenetetrahydrofolate; involved in generating precursors for purine, pyrimidine, amino acid, and lipid biosynthesis; reverse reaction generates serine",SHM1
YKL142W,179.11,318.45,0.830220984,Protein of unknown function; undergoes sumoylation; transcription induced under cell wall stress; protein levels are reduced under anaerobic conditions; originally thought to be a mitochondrial ribosomal protein based on sequence analysis,MRP8
YJR064W,343.49,318.37,-0.109563701,"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo",CCT5
YKL024C,260.64,318.09,0.287376509,"Uridylate kinase, catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines, converting uridine monophosphate (UMP) into uridine-5'-diphosphate (UDP)",URA6
YLR438C-A,80.82,317.91,1.975834141,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",LSM3
YDR188W,295.42,316.8,0.100804835,"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif",CCT6
YPR110C,297.66,316.12,0.08680695,"RNA polymerase subunit AC40, common to RNA polymerase I and III",RPC40
YPR103W,243.94,315.88,0.372850252,"Beta 5 subunit of the 20S proteasome, responsible for the chymotryptic activity of the proteasome",PRE2
YNL281W,356.77,315.1,-0.179184553,Heat shock protein regulator that binds to Hsp90p and may stimulate ATPase activity; originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation; GFP-fusion protein localizes to the cytoplasm and nucleus,HCH1
YER146W,247.46,315.06,0.348431258,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",LSM5
YFL026W,435.27,314.92,-0.466925206,Receptor for alpha-factor pheromone; seven transmembrane-domain GPCR that interacts with both pheromone and a heterotrimeric G protein to initiate the signaling response that leads to mating between haploid a and alpha cells,STE2
YLR372W,331.89,313.59,-0.081825607,"Elongase, involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis",SUR4
YNL037C,222.31,312.76,0.492483168,"Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle",IDH1
YDR328C,182.66,312.43,0.774372251,"Evolutionarily conserved kinetochore protein that is part of multiple protein complexes, including the SCF ubiquitin ligase complex, the CBF3 complex that binds centromeric DNA, and the RAVE complex that regulates assembly of the V-ATPase",SKP1
YGR162W,372.82,312.39,-0.255130984,"Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit",TIF4631
YOR045W,176.64,311.16,0.816844535,Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex,TOM6
YMR297W,367.74,310.15,-0.245719986,"Vacuolar carboxypeptidase Y (proteinase C; CPY), broad-specificity C-terminal exopeptidase involved in non-specific protein degradation in the vacuole; member of the serine carboxypeptidase family",PRC1
YBR126C,189.99,308.75,0.700515651,"Synthase subunit of trehalose-6-phosphate synthase/phosphatase complex, which synthesizes the storage carbohydrate trehalose; also found in a monomeric form; expression is induced by the stress response and repressed by the Ras-cAMP pathway",TPS1
YDR212W,311.33,308.18,-0.014671365,"Alpha subunit of chaperonin-containing T-complex, which mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein",TCP1
YOL038W,215.83,306.94,0.508061257,Alpha 4 subunit of the 20S proteasome; may replace alpha 3 subunit (Pre9p) under stress conditions to create a more active proteasomal isoform; GFP-fusion protein relocates from cytosol to the mitochondrial surface upon oxidative stress,PRE6
YNL189W,232.08,305.22,0.395227299,"Karyopherin alpha homolog, forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; may also play a role in regulation of protein degradation",SRP1
YGR061C,381.32,303.05,-0.331446359,"Formylglycinamidine-ribonucleotide (FGAM)-synthetase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway",ADE6
